keyword,mID
19th century,0097441
american civil war,0097441
black soldier,0097441
military uniform,0097441
soldier,0097441
pursuit,10724982
uncle nephew relationship,10724982
fan film,10724982
halloween,10724982
michael myers,10724982
teacher,0047885
high school,0047885
teacher as protagonist,0047885
race relations,0047885
jazz,0047885
love,0225071
twist of fate,0225071
falling in love,0225071
female police officer,0225071
kissing,0225071
freddy krueger character,0095742
sadistic murderer,0095742
monster,0095742
boogeyman,0095742
slasher horror,0095742
monster,0426459
bar,0426459
black comedy,0426459
covered in blood,0426459
gore,0426459
cult tv,0210413
disney,0210413
jay character,0210413
silent bob character,0210413
timeframe 2000s,0210413
metrosexual,1666217
makeover,1666217
rediscovery,1666217
building self esteem,1666217
korean,1666217
hung upside down,1617620
bound and gagged,1617620
vomiting,1617620
stabbed in the head,1617620
gash in the face,1617620
watching tv,0084814
jewel thief,0084814
false nose,0084814
wig,0084814
wastebasket,0084814
coming of age,7886936
closeted teenager,7886936
secretly gay,7886936
gay man lesbian woman relationship,7886936
kildare ireland,7886936
friendship,0111495
ex judge,0111495
eavesdropping,0111495
judge,0111495
model,0111495
marilyn monroe imitation,0094846
redhead woman,0094846
blonde woman,0094846
battle of the sexes,0094846
desire,0094846
haunting,0095304
passing through a wall,0095304
banshee,0095304
ghost,0095304
tourist,0095304
psychotronic series,1868555
tv mini series,1868555
abridged series,1868555
anime,1868555
anime parody,1868555
blood countess,0068352
female nudity,0068352
decapitation,0068352
supernatural power,0068352
psychotronic film,0068352
environmental issue,0113142
giant bird,0113142
carnivorous bird,0113142
giant turtle,0113142
japan,0113142
disney,10160886
disney channel,10160886
dance,10160886
sing,10160886
singing,10160886
dance,2461132
heist,2461132
dancer,2461132
caper,2461132
dancing,2461132
poorness,0063925
wealth,0063925
anthology,0063925
male female relationship,0063925
pool,0063925
found footage,1640218
forest,1640218
conflict between friends,1640218
lost,1640218
sleeping,1640218
male objectification,1411238
older man younger woman relationship,1411238
female doctor,1411238
male rear nudity,1411238
sex comedy,1411238
year 1948,0100828
1940s,0100828
murder,0100828
los angeles california,0100828
police officer,0100828
manhattan new york city,0045891
remake,0045891
millionaire,0045891
fur coat,0045891
comedy of errors,0045891
male frontal nudity,7420880
male nudity,7420880
female full frontal nudity,7420880
labia,7420880
nudism,7420880
surrogate mother,5013688
wife kills husband,5013688
living in forest,5013688
wood chopping,5013688
knitting needle,5013688
rock 'n' roll,5451690
satanic cult,5451690
deal with the devil,5451690
sex club,5451690
price of fame,5451690
single player,5156582
microsoft windows,5156582
playstation 4,5156582
xbox one,5156582
nintendo switch,5156582
neo western,5420210
cowboy,5420210
winchester rifle,5420210
lever action rifle,5420210
cowboy hat,5420210
france,0061495
idle,0061495
idler,0061495
art,0061495
holiday,0061495
larry king character,0219854
image consultant,0219854
comeuppance,0219854
fistfight,0219854
sparring,0219854
boy,2149360
father son conflict,2149360
bullying,2149360
brother brother relationship,2149360
male nudity,2149360
father,3496372
father daughter relationship,3496372
female protagonist,3496372
murder,3496372
sequel,3393786
literary adaptation,3393786
second part,3393786
restaurant kitchen,3393786
kitchen fight,3393786
rhode island,11707320
baker,11707320
brother sister relationship,11707320
single parent,11707320
widower single woman relationship,11707320
ova,0944093
slapstick,0944093
big breasts,0944093
breasts,0944093
gigantic breasts,0944093
female amnesiac,10569810
wife accused of murdering her husband,10569810
israel,10569810
temporary amnesia,10569810
card game,0062639
hat,0062639
blame,0062639
egg,0062639
bloodstain,0062639
ireland,0045061
rural setting,0045061
brother sister relationship,0045061
national film registry,0045061
blockbuster,0045061
organ trafficking,1720621
forced labor,1720621
human trafficking,1720621
based on book,1720621
sex trafficking,1720621
gay character,1171222
woman wears only a man's shirt,1171222
marriage proposal,1171222
karaoke bar,1171222
karaoke,1171222
christmas,1430607
elf,1430607
christmas eve,1430607
resentment,1430607
santa claus,1430607
magical realism,0472160
rich parents,0472160
female protagonist,0472160
scarf,0472160
mother daughter relationship,0472160
billboard,5027774
police brutality,5027774
small town,5027774
death of daughter,5027774
black comedy,5027774
good versus evil,0458525
self healing,0458525
deflecting bullets with sword,0458525
commando,0458525
civil war,0458525
satire,2283748
hare krishna,2283748
burping,2283748
earthquake,2283748
priest,2283748
female full frontal nudity,0093043
male full rear nudity,0093043
female pubic hair,0093043
female star appears nude,0093043
bare chested male,0093043
father,1587299
mysterious death,1587299
amateur sleuth,1587299
orphan,1587299
understanding,1587299
distillery,1924394
community service,1924394
heist,1924394
kilt,1924394
scotch whisky,1924394
zorro character,0032762
secret identity,0032762
homosexual subtext,0032762
romantic rivalry,0032762
national film registry,0032762
nude photo shoot,0073324
memory,0073324
male full frontal nudity,0073324
castle,0073324
vampire,0073324
coming of age,15140382
high school,15140382
school life,15140382
teenage boy,15140382
revenge,6850820
loss of husband,6850820
female protagonist,6850820
hanging body,6850820
corruption,6850820
gothic horror,0011130
silent film,0011130
cult film,0011130
self experimentation,0011130
character names in title,0011130
grindhouse film,0075930
death,0075930
gore,0075930
violence,0075930
1970s,0075930
columbia tristar,1201167
movie flop,1201167
comedian,1201167
stand up comedian,1201167
breasts,1201167
nightmare,0092857
attempted rape,0092857
upskirt,0092857
white panties,0092857
panties,0092857
lingerie slip,0116242
portrait,0116242
museum,0116242
new york city,0116242
halloween costume,0116242
website,2361509
f rated,2361509
office,2361509
reference to jack nicholson,2361509
reference to george clooney,2361509
sexploitation,0478833
fellatio,0478833
lesbian sex,0478833
outdoor sex,0478833
sex scene,0478833
toy story,2340678
woody character,2340678
buzz lightyear character,2340678
bathing,2340678
bathroom,2340678
santa claus character,0094500
the white witch character,0094500
lucy pevensie character,0094500
peter pevensie character,0094500
aslan character,0094500
looking at oneself in a mirror,0498348
shooting a woman,0498348
child in jeopardy,0498348
mansion,0498348
orphan,0498348
timeframe 1990s,2528254
english culture,2528254
proles,2528254
shabby,2528254
spin off,14186670
present day,14186670
texas,14186670
cowboy,14186670
3 dimensional,2652118
ancient china,2652118
sequel,2652118
second part,2652118
part of duology,2652118
three word title,3554580
playstation 4,3554580
xbox one,3554580
single player,3554580
based on film,3554580
performer name in title,0247113
television flop,0247113
short lived,0247113
shared universe,6149054
magic,6149054
fifth part,6149054
sequel,6149054
christmas,0032247
ghost,0032247
reference to new hampshire,0032247
reference to texas,0032247
reference to oklahoma,0032247
detective,3592718
feel good romance,3592718
timeframe 2010s,3592718
gay son,2429074
coming out,2429074
gay teenager,2429074
gay interest,2429074
gay,2429074
femme fatale,0082089
erotic thriller,0082089
murder,0082089
sex scene,0082089
breasts,0082089
lesbian kiss,2281159
zombie,2281159
lesbian,2281159
rape,2281159
looking at oneself in a mirror,2281159
race,8489384
hollywood,8489384
homosexual,0144117
fbi agent,0144117
police,0144117
revenge,0144117
cauterizing a wound,0144117
criminal mastermind,0023563
german expressionism,0023563
based on novel,0023563
character name in title,0023563
lunatic asylum,0023563
anthology film,0976060
portmanteau film,0976060
omnibus film,0976060
collection of short films,0976060
collective filmmaking,0976060
time bomb,0246464
florida noir,0246464
toe sucking,0246464
man wears a wig,0246464
movie flop,0246464
amateur sleuth,3266284
murder of a teenager,3266284
murder of a teenage boy,3266284
high school senior,3266284
high school,3266284
undercover operation,0090180
neo noir,0090180
los angeles california,0090180
male full frontal nudity,0090180
cocaine noir,0090180
waterfront,0083717
1940s,0083717
marine biologist,0083717
bordello,0083717
female drifter,0083717
sequel,6146586
third part,6146586
desert,6146586
chase,6146586
assassin,6146586
black comedy,0250081
high school,0250081
college,0250081
documentary filmmaker,0250081
high school student,0250081
british secret service,0055928
official james bond series,0055928
jamaica,0055928
official bond film,0055928
terrorist plot,0055928
school,5912454
return to hometown,5912454
based on novel,11636880
year 1969,0355954
based on short story,0355954
hallucination,0355954
hitchhiking,0355954
funeral,0355954
principal,1645080
artist,1645080
high school,1645080
rebellious teenager,1645080
fatalist,1645080
music video,10777682
genie,10777682
bruce wayne character,0096895
batman character,0096895
dc comics,0096895
joker character,0096895
superhero,0096895
cat,0066995
diamond,0066995
ford mustang,0066995
returning character with different actor,0066995
yanked off bikini top,0066995
telephone,0039761
telephone call,0039761
reference to london england,0039761
infidelity,0039761
unfaithfulness,0039761
cabin in the woods,2226162
bear trap,2226162
dead body,2226162
two word title,2226162
serial killer,2226162
satire,4686844
soviet union,4686844
black comedy,4686844
based on comic book,4686844
russia,4686844
stepdaughter seduces stepfather,0425253
stepfather stepdaughter sex,0425253
sex with stepfather,0425253
sex with stepdaughter,0425253
massage,0425253
yakuza,10715446
criminal empire,10715446
female orphan,10715446
gang,10715446
princess,10715446
ice hockey,0114576
hockey,0114576
death in title,0114576
two word title,0114576
universal,0114576
thug,0222851
chopsticks the eating utensil,0222851
gangster,0222851
yakuza,0222851
gang,0222851
killer scarecrow,1464586
slasher,1464586
supernatural serial killer,1464586
cabin,1464586
woods,1464586
baby,0096094
pregnancy,0096094
parenthood,0096094
marriage,0096094
advertising,0096094
lust,0069994
breasts,0069994
weeping,0069994
eyeglasses,0069994
psychopathic killer,0069994
paris france,10545704
year 1941,10545704
timeframe 1940s,10545704
jewelry store,10545704
jewelry,10545704
psychotronic film,0042897
low budget sci fi movie,0042897
blood pressure,0042897
meteor shower,0042897
outer space,0042897
poverty,8075192
theft,8075192
father son relationship,8075192
domestic abuse,8075192
beach,8075192
sex comedy,1433775
sex magic,1433775
sexually aggressive woman,1433775
emasculation,1433775
village,1433775
ira,5752606
northern ireland,5752606
prison,5752606
escape from prison,5752606
year 1983,5752606
body part in title,5235348
character name as title,5235348
number 100 in title,5235348
mongol empire,5235348
monk,5235348
career,10556022
television studio,9831136
birthday party,9831136
evil robot,9831136
mother son relationship,9831136
based on tv series,9831136
free to play,0931112
microsoft windows,0931112
xbox one,0931112
playstation 4,0931112
starfleet captain,0931112
prequel,11851548
grindhouse film,11851548
actress reprises previous role,11851548
three word title,11851548
punctuation in title,11851548
mars,12585076
space,12585076
hbo max,12585076
explore,12585076
friend,12585076
monster,3741700
terrorism,3741700
destruction,3741700
showdown,3741700
kidnapping,3741700
submarine,13317454
group,13317454
survival,13317454
explore,13317454
netflix original,13317454
shakespeare play,0081613
revenge plot,0081613
male rear nudity,0081613
male full frontal nudity,0081613
male nudity,0081613
cgi animation,13269670
arrogant,13269670
boy,8179470
bandaged face,8179470
valentine's day,8179470
first date,8179470
retirement home,8179470
secret,2543336
two word title,2543336
marital problem,2543336
boy girl friendship,2543336
doctor,2543336
viral,13694706
book club,15205498
mother daughter relationship,15205498
aspiring female writer,15205498
female writer,15205498
writer's retreat,15205498
witch,0051406
christmas,0051406
cat,0051406
supernatural power,0051406
new york city,0051406
suburb,0100129
black comedy,0100129
satire,0100129
nuclear power plant,0100129
marijuana,0100129
witness protection,0443559
witness protection program,0443559
female nudity,0443559
motorboat,0443559
white panties,0443559
fingering vagina,4257962
lesbian sex,4257962
lesbian kiss,4257962
male frontal nudity,4257962
male nudity,4257962
altar boy,0117381
murder trial,0117381
courtroom,0117381
stuttering,0117381
amnesia,0117381
hebrew,0120794
ancient egypt,0120794
moses character,0120794
god character,0120794
egypt,0120794
children,4307880
anime,4307880
comic hero,0301454
gadget,0301454
inspector,0301454
escape,0301454
chase,0301454
life,10937004
astronomical object in title,10937004
jesus christ,10937004
second part,0096159
mermaid comedies,0096159
saved by a mermaid,0096159
in love with mermaid,0096159
reference to a mermaid,0096159
mormon,1704619
sex scandal,1704619
scandal,1704619
rape accusation,1704619
model,1704619
xenomorph,2316204
android,2316204
alien,2316204
future,2316204
stasis,2316204
mother,11353050
psychotronic film,0065760
rock concert,0065760
camp,0065760
disguised as a priest,0065760
free love,0065760
spy team,2545440
swindle,2545440
child spy,2545440
high school,2545440
wedding,2545440
u boat,0033627
episodic structure,0033627
propaganda,0033627
world war two,0033627
bare chested male,0033627
psychotronic film,0062190
adult child lives with parents,0062190
astronaut,0062190
outer space,0062190
doll,0062190
terrorism,1961175
revenge,1961175
beach,1961175
fight,1961175
training,1961175
one word title,2069797
mansion,2069797
inheritance,2069797
inherited house,2069797
haunted house,2069797
sexploitation,0293019
sexploitation film,0293019
castle,0293019
f rated,0293019
kiss,0293019
bounty hunter,3460252
blizzard,3460252
murder,3460252
stagecoach,3460252
gang,3460252
death of a companion,0107692
female ninja,0107692
death by sword,0107692
poisoning,0107692
horse riding,0107692
serial killer,0441774
usa,0441774
criminal investigation,0441774
murder investigation,0441774
detective,0441774
ransom,0064728
seaside,0064728
paris france,0064728
kidnapping,0064728
neo noir,0064728
forgiveness,10449052
ranch,10449052
u.s. mexico border,10449052
texas mexico border,10449052
cow,10449052
con artist,0090455
tv mini series,0090455
chess,0090455
art thief,0090455
women's prison,0090455
ballerina,14825972
ballet company,14825972
boxer,14825972
boxing match,14825972
prize fighter,14825972
minion,2293640
invented language,2293640
villain,2293640
teddy bear,2293640
orlando florida,2293640
british secret service,0057076
official bond film,0057076
blofeld's cat,0057076
bond girl,0057076
james bond character,0057076
chainsaw,11755740
sister,11755740
drag,11755740
netflix original,11755740
bus,11755740
1990s,0112572
1970s,0112572
high school,0112572
remake,0112572
8 track,0112572
sex comedy,0053291
comedy of errors,0053291
disguise,0053291
all girl band,0053291
friendship,0053291
killing a dog,0037549
singer,0037549
singing,0037549
song,0037549
street singer,0037549
laid off,0317303
breakfast cereal,0317303
male protagonist,0317303
quitting a job,0317303
sabotage,0317303
cleavage,0120836
voyeur,0120836
red panties,0120836
blue panties,0120836
panties,0120836
shotgun,1232783
axe in the head,1232783
rotting corpse,1232783
accidental killing,1232783
death,1232783
world war two,0074899
interracial love,0074899
interracial relationship,0074899
white man asian woman relationship,0074899
black smoke,0074899
drugs,0109842
urban setting,0109842
african american,0109842
drug dealing,0109842
drug lord,0109842
stamp collection,0107091
possession,0107091
thief,0107091
year 1959,0107091
boy,0107091
dream,5301942
single player,1135081
role playing game,1135081
microsoft windows,1135081
medieval times,1135081
action role playing game,1135081
cult tv,0122336
based on pulp magazine,0122336
anime,0122336
space travel,0122336
space battle,0122336
parrot,0125454
girl,0125454
janitor,0125454
human animal relationship,0125454
road trip,0125454
murder,7149916
sex scene,7149916
shower,7149916
woman kicks a man,7149916
wound,7149916
cult film,0106922
garter belt,0106922
yoga,0106922
espionage,0106922
agent,0106922
bounty hunter,0115624
female frontal nudity,0115624
rottweiler,0115624
female nudity,0115624
masochist,0115624
anime,9458372
angel of death,9458372
academy,9458372
high school,9458372
high school student,9458372
shrinking,0429589
ant,0429589
sudden change in size,0429589
punishment,0429589
miniaturization,0429589
virus,0114069
epidemic,0114069
monkey,0114069
disease,0114069
quarantine,0114069
smashed pumpkin,0165859
timeframe 1950s,0165859
high school,0165859
party,0165859
racial integration,0165859
biting someone's nose,0118883
hospital,0118883
talking while driving,0118883
on the run,0118883
surveillance,0118883
sequel,12263384
based on comic book,12263384
second part,12263384
based on comic,12263384
assassin,12263384
attorney,1319722
dental hygienist,1319722
private school,1319722
latex gloves,1319722
smoking marijuana,1319722
new york,0102713
south carolina,0102713
psychiatrist,0102713
new york city,0102713
haunted by the past,0102713
palestine,0762121
nazareth israel,0762121
star,0762121
f rated,0762121
year 1,0762121
mass effect,14849728
collection,14849728
compilation,14849728
xbox one,14849728
playstation 4,14849728
time travel,7682204
picking up a hitchhiker,7682204
group photograph,7682204
mind transfer,7682204
giving someone a ride home,7682204
book,0482546
artist,0482546
drawing,0482546
farmer,0482546
wealth,0482546
high school,0088128
exchange student,0088128
dental braces,0088128
shower,0088128
high school dance,0088128
drill instructor,0110443
german shepherd dog,0110443
character name as title,0110443
army major,0110443
young delinquent,0110443
female nudity,9026524
bare butt,9026524
bare breasts,9026524
female bare butt,9026524
threesome,9026524
wound,5889204
timeframe 2010s,5889204
ash ketchum character,5889204
serena character,5889204
clemont character,5889204
roommate,0819755
babysitter,0819755
son of satan,0819755
telephone call,0819755
horn,0819755
teenager,3068192
college,3068192
grandmother granddaughter relationship,3068192
exorcism,3068192
pov,3068192
based on comic book,16026746
based on comic,16026746
marvel,16026746
marvel comics,16026746
marvel cinematic universe,16026746
female full frontal nudity,0113451
murder of a nude woman,0113451
panties pulled down,0113451
hit by a car,0113451
rear entry sex,0113451
ungrateful daughter,0037913
dysfunctional marriage,0037913
ex husband ex wife relationship,0037913
spoiled child,0037913
based on novel,0037913
space shuttle,0404977
spy,0404977
alien,0404977
spaceship,0404977
space travel,0404977
tape over mouth,2911674
woman wears a gas mask,2911674
bare chested male bondage,2911674
home invasion,2911674
barefoot running,2911674
suicide by gunshot,2332623
speech,2332623
suicide,2332623
barbecue,2332623
pill addiction,2332623
new york city,1142978
ghostbuster,1142978
proton pack,1142978
third person shooter,1142978
based on film,1142978
future,0131190
31st century,0131190
outer space,0131190
cult tv,0131190
ancient greece,0131190
prison,2452200
heist,2452200
jail break,2452200
playing chess,2452200
police chase,2452200
rivalry,8718158
job promotion,8718158
elevator ride,8718158
pantyhose legs,8718158
pantyhose,8718158
new york city,0070903
unfaithfulness,0070903
infidelity,0070903
year 1933,0070903
year 1944,0070903
record store,0112950
atlantic city new jersey,0112950
promiscuous woman,0112950
cult film,0112950
music store,0112950
new york city,0273689
manhattan new york city,0273689
snowing in summer,0273689
love,0273689
divorce,0273689
capitalism,0094291
1980s,0094291
blow job,0094291
critique of capitalism,0094291
argument,0094291
high school girl,0377092
high school,0377092
teenage girl,0377092
teenage sex,0377092
new girl in town,0377092
ottoman empire,9244578
based on true story,9244578
tv mini series,9244578
ottoman,9244578
byzantium,9244578
taxi,0052571
french noir,0052571
murder,0052571
revenge,0052571
vigilante justice,0052571
espionage,0069212
year 1945,0069212
cold war,0069212
husband wife relationship,0069212
brother brother relationship,0069212
new york city,0112288
brooklyn new york city,0112288
psychotronic film,0112288
timeframe 1990s,0112288
vampire,0112288
world war one,8579674
year 1917,8579674
no man's land,8579674
long take,8579674
death,8579674
outer space,18411622
2d animation,0314166
hand drawn animation,0314166
traditional animation,0314166
based on cartoon,0314166
slimehouse,0314166
women in prison,0097004
female nudity,0097004
female frontal nudity,0097004
sexploitation,0097004
garter belt,0097004
union,0077248
detroit,0077248
female nudity,0077248
reference to the pink panther,0077248
detroit michigan,0077248
casual sex,0177747
sex in a car,0177747
adulterous wife,0177747
murder,0177747
dog,0177747
body swap,9759978
bullying,9759978
refugee,6675244
marseille france,6675244
voice over narration,6675244
assumed identity,6675244
assuming identity of a dead person,6675244
anime,1043842
laboratory rat,1043842
police officer,1043842
nurse uniform,1043842
computer,1043842
young,14298328
college,14298328
parallel,14298328
life,14298328
psycho,0089572
neo noir,0089572
psycho murderer,0089572
psychopathic murderer,0089572
florida noir,0089572
vigilante,1912398
blackberry cell phone,1912398
knife in stomach,1912398
anti materialism,1912398
reference to alice cooper,1912398
conspiracy,0077355
hospital,0077355
surgery,0077355
coma,0077355
investigation,0077355
new mexico territory,0067333
arizona territory,0067333
revenge,0067333
killing an animal,0067333
shooting a horse,0067333
what happened to epilogue,13507778
god in title,13507778
gender in title,13507778
serial killer,13507778
fbi agent,13507778
cat,0102802
flirting,0102802
loss of money,0102802
giraffe,0102802
groupie,0102802
timeframe 1940s,0039337
greek,0039337
greek mythology,0039337
broadway,0039337
redheaded woman,0039337
coma,0166276
carnival,0166276
monkey,0166276
fantasy sequence,0166276
car accident,0166276
dog attack,4167720
creature feature,4167720
ozploitation,4167720
survival,4167720
farmhouse,4167720
invasion,0929629
shared universe,0929629
future cityscape,0929629
prisoner transfer,0929629
tracking device,0929629
music video,0088263
graveyard,0088263
watching a movie,0088263
night,0088263
dance,0088263
chateau,0283288
france,0283288
mansion,0283288
dictionary,0283288
debt,0283288
swedish actor playing foreigner,0098180
strongman,0098180
muscleman,0098180
bare chested male,0098180
torture,0098180
single set production,1692486
based on play,1692486
telephone,1692486
marriage,1692486
losing a tooth,1692486
female psychopath,6063050
divorce,6063050
courtroom,6063050
younger version of character,6063050
husband wife relationship,6063050
sexploitation,0075850
independent film,0075850
female full frontal nudity,0075850
timeframe 2040s,0075850
outer space,0075850
oil,0365737
corruption,0365737
big oil,0365737
hezbollah,0365737
lebanon,0365737
black comedy,0151804
boss,0151804
office,0151804
computer,0151804
corporation,0151804
caveman,0055946
eating with one's fingers,0055946
bearded man,0055946
neanderthal,0055946
cave painting,0055946
space opera,0079946
lightsaber,0079946
emperor,0079946
robot,0079946
space battle,0079946
house,0091541
wedding,0091541
dilapidated house,0091541
renovation,0091541
remake,0091541
based on video game,3794354
small town,3794354
hedgehog,3794354
sonic the hedgehog character,3794354
live action adaptation,3794354
body horror,0094761
monster,0094761
evil priest,0094761
african american,0094761
garbage disposal,0094761
based on novel,0056264
year 1787,0056264
mutiny,0056264
epic,0056264
south seas,0056264
mountain,0070968
19th century,0070968
swiss alps,0070968
switzerland,0070968
maienfeld,0070968
alien,0407304
survival,0407304
underground,0407304
mass death,0407304
escape,0407304
slave owner,0091898
mental asylum,0091898
possession,0091898
visions,0091898
feature film,0091898
incest rape,1273235
graphic violence,1273235
depravity,1273235
snuff film,1273235
controversy,1273235
pizza,0385267
crying,0385267
taxi,0385267
watching tv,0385267
sleeping on a couch,0385267
hallucination,0974014
marriage between cousins,0974014
father daughter relationship,0974014
evolution,0974014
loss of daughter,0974014
gay,12291822
sex scene,12291822
gay protagonist,12291822
kiss,12291822
gay kiss,12291822
low budget sci fi movie,0094152
ozploitation,0094152
cyborg sci fi,0094152
future,0094152
australian supernatural,0094152
marijuana,0404364
lyre,0404364
reference to charlemagne,0404364
reference to dizzy gillespie,0404364
parody,0404364
halloween,2511044
kneed in the groin,2126362
kneed in the crotch,2126362
death of animal,2126362
high heels,2126362
cat killer,2126362
gay relationship,1532503
older man younger man relationship,1532503
looking at oneself in a mirror,1532503
2000s,1532503
timeframe 1950s,1532503
bisexual male,1840911
bisexual man,1840911
bisexual,1840911
friendship,1840911
love triangle,1840911
psychotronic series,0202206
supernatural power,0202206
judge,5843780
louisville kentucky,5843780
car chase,5843780
shootout,5843780
car crash,5843780
fight,2070649
golf club,2070649
teacher,2070649
smile,2070649
apple,2070649
live action remake of anime,3345472
anime adaptation,3345472
mother son relationship,3345472
invasion,3345472
preying on human,3345472
computer,0091306
pay phone,0091306
lyrics,0091306
man wears eyeglasses,0091306
cia central intelligence agency,0091306
male objectification,3760922
repeat sequel,3760922
mascot costume,3760922
grammatical error in title,3760922
wedding,3760922
film star,1780967
french author,1780967
radical politics,1780967
1960s,1780967
civil rights movement,1780967
film festival,3282076
terrorism,3282076
terror attack,3282076
black site,3282076
torture,3282076
neo western,0398027
teen angst,0398027
south dakota,0398027
bikini,0398027
scantily clad female,0398027
climate change,1918734
time travel,1918734
f word,1918734
australian future earth,1918734
black comedy,9526784
dark comedy,9526784
satire,9526784
community,9526784
male nudity,9526784
motorcycle,0326769
african american,0326769
helmet,0326769
biker gang,0326769
rural setting,0326769
police officer,0071824
pontiac trans am,0071824
hitman,0071824
pacific northwest,0071824
silencer,0071824
underdog,0805526
christian,0805526
football movie,0805526
football coach,0805526
columbia tristar,0805526
prequel,1446714
alien,1446714
mission,1446714
planet,1446714
cryogenics,1446714
greed,3758852
money,3758852
found money,3758852
embezzlement,3758852
airplane crash,3758852
psychotronic series,2362866
star wars,2362866
shelved project,2362866
self parody,2362866
outer space,0159567
shared universe,0159567
ova,0159567
gundam,0159567
young soldier,0159567
gangster,0104376
lie,0104376
prison,0104376
gay slur,0104376
motel,0104376
estate,6523526
darby heights pennsylvania,6523526
year 1987,6523526
co written by director,6523526
bocce,6523526
1970s,0078908
hit on the head,0078908
child in a bath,0078908
bloody hand print,0078908
construction site,0078908
gang,0088936
gang leader,0088936
brother brother relationship,0088936
opening action scene,0088936
father daughter relationship,0088936
cartoon character,3554046
live action and animation,3554046
real person becomes animated,3554046
rabbit,3554046
duck,3554046
no opening credits,0318403
sequel with unusual number,0318403
peter pan character,0318403
snow white character,0318403
donald duck character,0318403
fugitive,7798990
murder,0354468
police,0354468
jealousy,0354468
serial killer,0354468
investigation,0354468
revenge,1555093
rape and revenge,1555093
rape,1555093
shot in the chest,1555093
shot in the head,1555093
gore,6556576
dinner party,6556576
serial killer,6556576
murder,6556576
murderer,6556576
suspense,1433108
vigilante,1433108
hitman,1433108
veteran cop,1433108
vigilante cop,1433108
mission,0048140
gambler,0048140
new york city,0048140
based on stage musical,0048140
havana cuba,0048140
police procedural,6882202
female detective,6882202
super mario,0879874
motion controls,0879874
nintendo wii u,0879874
platform game,0879874
single player,0879874
cgi animation,2398241
based on comic book,2398241
heroine,2398241
sacrificing,2398241
strong female lead,2398241
man kisses a woman's hand,0091572
crying woman,0091572
woman wears a bikini,0091572
reading a telegram out loud,0091572
poisoning,0091572
time travel,0117468
alternate timeline,0117468
crime of passion,0117468
race against time,0117468
rampage,0117468
anthropomorphic animal,0114108
anthropomorphic penguin,0114108
animal protagonist,0114108
animal hero,0114108
animal villain,0114108
paper airplane,2388725
love at first sight,2388725
boy meets girl,2388725
skyscraper,2388725
office worker,2388725
rescue,0190865
k2,0190865
death,0190865
die hard scenario,0190865
urination,0190865
genetic experimentation,0825283
dream,0825283
knife,0825283
scar,0825283
bomb,0825283
memory,1316622
man with no name,1316622
minimal cast,1316622
amnesia,1316622
hallucination,1316622
1980s,0086200
teen movie,0086200
dancing in underwear,0086200
sex scene,0086200
dance scene,0086200
vampire,0834001
slave,0834001
werewolf,0834001
prequel,0834001
sword fight,0834001
manhunt,0107286
murder,0107286
suspense,0107286
timeframe 1990s,0107286
boxing match,0107286
single player,0823463
xbox one,0823463
xbox 360,0823463
microsoft windows,0823463
third person shooter,0823463
superhero,6172666
marvel comics,6172666
mad scientist,0021884
monster,0021884
gothic horror,0021884
torch,0021884
frankenstein's monster,0021884
molly's reach,0066630
natur,0066630
royal canadian mounted police,0066630
cbc,0066630
greek,0066630
pantyhose,1411232
shiny pantyhose,1411232
female stockinged legs,1411232
suntan pantyhose,1411232
female stockinged feet,1411232
playstation 3,3391176
playstation 4,3391176
xbox 360,3391176
xbox one,3391176
based on tv series,3391176
alice in wonderland,1014759
wonderland,1014759
alice character,1014759
shrinking potion,1014759
caterpillar character,1014759
based on film,14838040
future,14838040
forest,14838040
battle,14838040
epic,14838040
battle,0277434
soldier,0277434
vietnam war,0277434
helicopter,0277434
based on true story,0277434
korean,3184708
south korea,3184708
medical,3184708
asian,3184708
medical drama,3184708
leech,0043265
stuck in mud,0043265
missionary,0043265
torpedo,0043265
death sentence,0043265
police,0082402
police precinct,0082402
police station,0082402
south bronx new york city,0082402
bronx new york city,0082402
doggystyle sex,0479792
simulated blow job,0479792
softcore,0479792
cunnilingus,0479792
licking vagina,0479792
disney,0095993
timeframe 1890s,0095993
timeframe 19th century,0095993
rancher,0095993
horse,0095993
gardener,0078841
politics,0078841
presidential visit,0078841
washington d.c.,0078841
wealth,0078841
wedding,0809504
advice,0809504
book,0809504
fireman,0809504
revenge,0809504
black gloved killer,0073582
giallo,0073582
serial killer,0073582
color in title,0073582
slasher,0073582
cia agent,0280486
panties,0280486
shower,0280486
duct tape over mouth,0280486
home invasion,0280486
male dhampir,0216651
male human vampire hybrid,0216651
human vampire hybrid,0216651
bladed weapon,0216651
based on comic book,0216651
bare chested male,1912996
male objectification,1912996
nipples visible through clothing,1912996
nude woman in a shower,1912996
vibrator,1912996
sex scene,0084234
male removes his clothes,0084234
coming of age,0084234
teenage sex,0084234
teen sex comedy,0084234
father son relationship,9143112
coming out,9143112
actor director producer writer,9143112
lgbt,9143112
one word title,9143112
sword and sorcery,0101412
beastmaster,0101412
slasher,0101412
sexploitation,0101412
time traveler,0101412
dystopia,0411951
based on video game,0411951
kiss,0411951
love,0411951
interracial kiss,0411951
female medical doctor,15978102
female protagonist,15978102
emergency room doctor,15978102
magical realism,15978102
angel,15978102
ancient china,8811032
fictional kingdom,8811032
secret organization,8811032
romantic fantasy,8811032
love scene,8811032
sunlight,0400156
telephone call,0400156
