language,mID
English,0078158
English,11395472
English,12937306
Hindi,10739666
English,0114394
English,0048449
English,1654523
Portuguese,1654523
Hebrew,2924590
English,0084522
English,4949290
English,0091129
English,0387131
Italian,0387131
Swahili,0387131
German,0387131
English,0814314
Spanish,0814314
English,15233564
English,0339291
English,5052474
Spanish,5052474
American Sign Language,5052474
Arabic,5052474
Somali,5052474
Spanish Sign Language,5052474
English,2058107
Japanese,2058107
English,0067350
French,0181627
English,0078227
English,2429870
English,1314228
Ukrainian,1314228
French,1314228
Italian,1314228
Spanish,1314228
English,2024544
English,0358349
English,0111359
English,0113972
English,0372588
French,0372588
Klingon,0372588
Korean,0372588
Arabic,0372588
English,0100240
English,0080487
English,0087291
English,0134084
English,0322659
English,1860357
English,14656632
English,0118623
Russian,0118623
German,0015202
English,0107616
English,0033028
English,6781982
Spanish,6781982
French,6781982
Arabic,6781982
English,0215545
English,0069281
Italian,0069281
English,1403981
Chinese,1403981
English,0120784
German,2617828
English,2617828
English,7439748
English,1703148
English,15218000
English,2396589
English,10155932
English,0188557
English,0131566
Russian,7403614
Italian,12580324
English,18300878
English,0086192
English,0085470
English,1031241
Japanese,13681790
English,12247528
English,13918550
English,0478134
Japanese,0248119
Hindi,13854248
Tamil,13854248
Telugu,13854248
Kannada,13854248
Malayalam,13854248
Marathi,13854248
Bengali,13854248
English,0070707
Yiddish,0070707
English,0098519
English,7917178
English,0261983
English,0236348
English,0181151
English,0083033
English,0046250
Italian,0046250
German,0046250
English,0443543
English,1302067
Japanese,1525836
English,13019570
English,9738716
English,11383280
English,0106676
Korean,0310775
Korean Sign Language,0310775
English,0116209
German,0116209
Italian,0116209
Arabic,0116209
English,6104206
English,0814164
English,0068245
English,0064115
Spanish,0064115
Indonesian,5147214
English,5147214
English,0031593
French,0031593
English,5724316
Welsh,3919200
Spanish,0302447
English,0302447
Swedish,0302447
Korean,1935094
English,9442842
Mandarin,8637428
English,8637428
Japanese,8637428
Italian,8637428
English,8647310
English,1063056
English,0107889
German,0107889
English,0116654
Indonesian,0116654
French,1570970
English,1605630
Italian,0069729
English,0069729
English,0080380
French,0080380
German,0080380
Italian,0080380
English,0047767
English,8550514
English,0317676
English,0408236
Italian,0408236
English,1663668
English,4779682
Mandarin,4779682
Thai,4779682
Japanese,4779682
English,8328716
French,8328716
English,0062185
English,18830064
English,1193126
English,0119173
English,0066740
Hebrew,0066740
English,2515034
Spanish,2515034
English,3319920
English,0082242
English,7329656
Spanish,7329656
English,0112408
English,0067716
Italian,0052782
Spanish,0052782
French,1235166
Arabic,1235166
Corsican,1235166
English,0040308
French,0040308
Italian,0040308
English,1661275
Hungarian,1661275
Polish,1661275
French,1661275
English,7737640
English,11084432
Spanish,11084432
English,0093137
French,0093137
English,12064810
English,1640459
English,0165982
Cantonese,0165982
Italian,0165982
English,0891527
English,11717010
English,15978956
English,2724064
English,0363589
German,0363589
English,0121766
English,0377084
German,0377084
Polish,0377084
French,0377084
English,1399683
English,0075585
English,0084434
Filipino,0084434
Chinese,13779166
English,1866426
English,1728975
English,5378092
English,1298644
German,1298644
Dutch,1298644
Danish,1298644
French,1298644
American Sign Language,1298644
English,0824758
English,3152592
English,2201261
English,0281686
German,0281686
English,4681454
English,0165587
English,4151288
English,11315808
English,2294629
Norwegian,2294629
English,0083907
English,1511543
English,0099160
English,1950186
Italian,1950186
French,1950186
Japanese,1950186
Czech,0054665
French,0085486
English,14371878
English,0858411
English,0075561
English,0096808
English,11127388
English,16154056
English,6212496
English,0071396
English,0082744
English,4479380
French,4479380
English,0097500
Romanian,0097500
Spanish,0097500
English,7255366
English,0091012
German,10340648
English,0117609
English,14376344
Cantonese,13073374
English,13073374
Mandarin,13073374
English,0497353
English,13156344
Chinese,13156344
English,0386751
English,0106450
English,3574152
English,0119987
Italian,0119987
English,14516188
Russian,14516188
Cantonese,0092263
Mandarin,0092263
English,0092263
English,1872818
French,8263936
Russian,8263936
German,13450470
English,0110146
French,6190050
English,0059127
English,0112339
English,0942896
Cantonese,0078252
English,2243537
Spanish,2243537
French,13105716
English,2420756
English,0081229
Thai,13661118
English,0083630
Hindi,10308632
English,13265876
English,0061592
English,0095740
Cantonese,0103950
English,0072331
French,0072353
English,0107664
English,0312004
English,1057576
English,0070222
Korean,0428870
English,0889595
English,8681362
English,0106753
English,3783958
Cantonese,3783958
English,0101628
English,4520906
English,11286640
Turkish,3150586
English,0120879
French,0120879
French,0053472
English,0053472
English,2101473
Arabic,2101473
Hebrew,2101473
English,0080801
Afrikaans,0080801
Ungwatsi,0080801
Chinese,10874298
Japanese,9426210
Spanish,0450836
English,9071322
Korean,9071322
Italian,6892206
Danish,9112152
Swedish,9112152
English,1235522
Spanish,1235522
English,0048947
French,0048947
English,0408839
Spanish,0408839
English,1482459
Japanese,14888874
English,3103340
Spanish,2325833
English,1333125
German,0103434
English,0311289
Portuguese,10376010
Spanish,5959698
English,1151410
English,0387575
Japanese,0387575
Telugu,4849438
Tamil,4849438
Hindi,4849438
English,0110678
English,0095241
English,0778849
French,10366514
English,10366514
English,8228172
English,1646987
Norwegian,11204154
German,11204154
English,11204154
Spanish,1437358
Korean,7659018
English,6303866
English,0088402
English,1323045
English,0078295
English,0338632
English,1028532
Japanese,1028532
English,0088255
English,0100395
Spanish,0100395
English,0364376
Polish,0095467
Portuguese,0095467
English,8291284
Japanese,1572781
Chinese,18968540
English,7054636
English,2182972
English,0060018
English,1092026
Klingon,1092026
Japanese,0142920
English,2510434
English,0040457
English,0253867
English,0038190
English,2234155
Tagalog,2234155
Cantonese,2234155
Mandarin,2234155
Spanish,2234155
English,2222848
English,7914022
Afrikaans,7914022
English,0068828
English,1391034
Spanish,1391034
English,1025100
French,1025100
Japanese,0434131
English,0056541
English,0046248
English,0071960
English,0377749
Japanese,10588750
English,0035432
English,8305806
Japanese,6783056
English,0328720
English,0101309
English,5889372
Turkish,14411808
French,0228786
English,13893696
German,0108211
Russian,0108211
English,0065950
Russian,0065950
French,0065950
English,2377322
Spanish,2377322
Latin,2377322
Italian,2377322
English,9130508
English,0040876
Italian,0064243
English,0098546
English,15033192
English,1694022
English,0072960
German,0405094
Arabic,5599692
English,5599692
Cantonese,0118845
Spanish,0118845
English,0118845
Mandarin,0118845
English,0026197
English,0044706
Spanish,0044706
Spanish,1692190
English,1692190
English,0061080
Spanish,0061080
English,0783640
Korean,18265192
English,0480011
English,2271500
English,5006214
Japanese,0100044
English,0115641
Spanish,0115641
Hindi,0115641
English,0479884
Spanish,0479884
Korean,0479884
English,2076822
English,2263648
Spanish,2263648
English,8199834
English,1867086
Korean,1867086
English,0145503
French,0145503
English,0087262
English,10309308
English,15122138
English,0308644
English,1797530
Russian,1797530
Japanese,1797530
English,1798632
English,3721954
English,1985966
Chinese,1985966
English,0970866
Ukrainian,0970866
English,0115798
French,0115798
English,11579056
English,0480242
Swedish,0482957
Danish,0482957
English,0482957
English,1974420
English,0048860
English,1232776
French,0061138
English,0061138
Spanish,0061138
English,0119194
English,0108823
English,0130172
English,0067119
English,0085110
English,0042393
English,1967502
English,0818519
Japanese,12105596
Spanish,12105596
English,1883367
Japanese,0088334
English,0081747
English,5361326
English,2850386
French,0066207
Italian,0092577
English,0032258
Arabic,11638962
English,0417217
English,0300532
English,3911200
English,0090583
English,0050271
English,0083642
English,0065282
English,16945428
English,2554274
English,1161864
Welsh,1161864
Italian,1161864
Latin,1161864
Russian,1161864
Hungarian,1161864
English,0063049
Italian,0063049
English,0120053
Russian,0120053
English,0070270
English,0115493
English,2452244
Italian,2452244
English,0907676
English,0069308
English,0078748
English,13804084
English,5734258
English,0088846
English,0389957
English,0111735
English,0096402
Icelandic,7279188
English,7279188
Ukrainian,7279188
Chinese,7279188
Spanish,7279188
English,4009278
English,11392272
Polish,11558684
English,2217859
French,2217859
English,0094678
English,0089280
Spanish,0106305
German,0106305
English,0101054
English,2237324
English,13655120
Italian,0067513
Spanish,0067513
English,0086250
Spanish,0086250
English,0097981
English,0118556
French,0118556
English,6736300
Greek,6736300
Thai,6736300
English,4765284
Papiamento,4765284
English,0101698
Japanese,0101698
Italian,0134057
English,0109093
English,0074812
English,0494232
English,8266310
Urdu,8266310
English,0113243
Italian,0113243
Spanish,0113243
Japanese,0113243
Russian,0113243
English,7616798
English,0079894
English,0080464
English,3706352
English,1193627
English,1543459
English,11186952
Korean,13400006
French,2935564
Italian,2935564
English,2935564
English,0074258
English,0116313
Italian,0116313
French,0116313
Italian,0060794
English,3566834
Thai,1588895
French,1588895
Lao,1588895
English,6324278
Mandarin,6324278
English,6210996
English,1686018
English,0060168
English,0065566
English,0120679
French,0120679
Russian,0120679
English,0304711
Syriac,0304711
Aramaic,0304711
Italian,0304711
Latin,0304711
English,13622996
English,2077886
English,0105665
English,6421110
Russian,6421110
English,0083972
Swedish,0071448
English,15289240
English,4058836
Japanese,11821792
Italian,0069019
English,15374070
English,0309987
French,0309987
English,0058382
English,1606339
English,0416212
English,4846340
Japanese,0210234
English,0157583
German,0157583
Japanese,7339826
English,7339826
English,0357139
English,12059016
English,2331047
English,16913072
English,3801456
English,0266452
English,0249478
Italian,9048786
Latvian,9048786
Neapolitan,9048786
Japanese,16183464
English,6134274
Aramaic,5795232
Hebrew,5795232
Latin,5795232
English,2171120
French,0090095
English,0105226
English,0072226
English,0167703
English,12829958
Spanish,12829958
Nahuatl,12829958
English,5888384
English,14584834
English,0301526
Swiss German,0301526
Hindi,1849718
Marathi,1849718
English,1849718
English,2375779
English,4444438
English,0098536
None,0131409
English,0162650
German,0162650
Spanish,0162650
English,0093894
Italian,0093894
Japanese,0093894
Japanese,7112156
English,0066848
Cantonese,0116163
English,0116163
English,5832032
English,0056891
Russian,0056891
Cantonese,0056891
English,2369041
Chinese,2369041
English,0079668
Danish,15289736
English,13361442
English,0971209
Japanese,15026576
English,0457419
English,0073961
English,0066319
English,2347569
French,2347569
Japanese,10127228
English,0265808
Italian,0068863
English,0119632
English,3487994
English,0093507
English,0089901
English,0079482
English,3344694
English,0984200
English,2290739
English,9222438
English,2917388
Dutch,2917388
German,2917388
English,2988852
English,5936866
English,0102724
Portuguese,0870090
English,6805938
English,9109072
English,0083530
English,1879032
English,0387514
English,0093744
English,1837636
Arabic,1837636
Turkish,1837636
French,1837636
Polish,1790606
English,0486655
English,1017451
Japanese,0047034
Korean,5729348
English,6404896
Latin,6404896
English,3416828
English,1714210
English,7838536
English,0051418
Italian,0051418
English,0089173
English,4641828
English,0327162
English,0111218
French,11681282
English,1764647
English,14644726
English,4729560
Dutch,4729560
French,0218922
English,0218922
German,0218922
Japanese,0218922
Latin,0218922
Spanish,0218922
English,8851148
English,0100201
English,0091630
English,1213012
English,13483866
English,0064072
German,0064072
Polish,0064072
French,0064072
English,8181422
English,1240952
Japanese,0498443
English,0498443
English,8172466
English,6418890
English,0240462
English,3859272
English,0096438
English,4633694
Spanish,4633694
Dutch,0096163
French,0096163
English,0096163
English,0052969
Spanish,0052969
English,12731980
Spanish,12731980
English,8563452
English,4332152
Arabic,4332152
French,4332152
Spanish,4332152
Japanese,4332152
German,4332152
Korean,4332152
Russian,4332152
Swedish,4332152
Mandarin,4332152
Dutch,4332152
Japanese,0306646
English,0069897
English,2184390
English,15768848
English,0220506
English,0081698
English,8244784
Arabic,8244784
English,1386703
Ukrainian,1386703
English,2295578
Japanese,0058279
English,0074486
Polish,10399674
English,9669176
English,7026672
Italian,0077738
English,0083366
English,0035446
German,0035446
English,0052902
Japanese,7451284
English,7451284
Korean,10613844
English,0069530
Spanish,6090044
English,1756855
English,0263728
English,2166616
English,0484111
Italian,0484111
English,0100260
English,0072824
English,11505692
English,0104299
English,0090037
Italian,0084028
English,15358226
English,0055328
English,9297074
Japanese,0071203
English,0098354
English,13892710
Arabic,16605660
English,0075807
English,2098632
English,12496582
English,0104027
English,0057435
English,1754700
Spanish,6349302
English,6349302
English,0093051
English,0156182
Russian,0156182
English,0247087
English,0070825
English,2005268
Mandarin,10759336
English,10503736
English,0113277
Spanish,0113277
English,8009744
English,1046947
English,0070622
French,3792960
German,3792960
English,3371366
English,0120915
Sanskrit,0120915
English,2494376
English,1217209
English,0097216
Italian,0097216
Spanish,0097216
Korean,0097216
English,0119347
Macedonian,0119347
Serbo-Croatian,0119347
English,0357110
English,0078657
English,0297120
English,2433040
English,8829830
English,9789042
English,0039808
French,0039808
German,0039808
English,1646876
English,6203010
English,0075543
Japanese,0113799
English,0113799
Italian,0113799
English,11043546
English,4871980
English,13133486
English,0907680
English,0787474
English,2133333
English,6516314
Portuguese,6516314
English,0380869
English,0023427
English,0371746
Persian,0371746
Urdu,0371746
Arabic,0371746
Kurdish,0371746
Hindi,0371746
Hungarian,0371746
English,1598828
English,13108124
English,8859236
Danish,3022458
Romanian,4374460
Turkish,4374460
Romany,4374460
Tamil,11730914
English,0117420
English,2562694
English,0074014
English,0105695
English,1068641
Spanish,1068641
English,0811026
English,1901024
English,1634136
English,0079770
Latin,0079770
English,0409345
English,0086987
English,12873562
English,8310924
English,2771372
English,0210403
English,6472976
French,6472976
English,1999987
English,0466839
English,0114682
French,0114682
Italian,0114682
English,0118158
Danish,0118158
Spanish,0118158
English,0063356
English,0386820
Danish,0386820
English,0061122
Polish,11852806
English,0415160
English,0096310
German,0096310
Spanish,0096310
English,6343314
Russian,6343314
Sign Languages,6343314
English,0096153
English,5952138
English,2009776
English,2292959
English,0088044
English,0071771
English,0177971
English,0072196
Italian,0072196
Swedish,0069467
German,0069467
Danish,0069467
English,10229982
Tagalog,13897308
English,14168394
English,0023551
English,0099387
English,0040103
English,0285182
Spanish,12474056
English,12474056
English,8299768
Spanish,2968136
English,0116922
English,1646926
English,1189340
English,0094793
English,0937375
Spanish,1919814
Italian,1919814
English,5697572
Turkish,6697582
Chinese,12409194
English,0381707
English,2039338
English,0970179
Dutch,1442572
English,2290065
English,1929308
Spanish,1929308
French,4954522
English,0092537
English,1211956
German,1211956
Arabic,1211956
Urdu,1211956
English,0084737
English,1866570
English,4572116
English,0092112
English,13907114
English,1820723
French,1820723
English,0023694
English,4525270
English,1003010
Japanese,9085692
English,0032976
French,0032976
English,3330764
English,6811018
English,0112462
English,0117247
Spanish,0117247
English,3361792
Middle English,3361792
Old English,3361792
Latin,3361792
German,3361792
English,0465925
English,0082971
German,0082971
Hebrew,0082971
Spanish,0082971
Arabic,0082971
Nepali,0082971
English,0048261
Italian,0048261
Spanish,0048261
English,0082783
French,0082783
Japanese,0296042
Cantonese,0296042
English,0296042
English,0083031
English,3411444
Spanish,3411444
German,3411444
English,4746102
English,0091603
English,13825848
English,1090671
Japanese,0856797
Japanese,13364334
English,13364334
Italian,0098063
English,0050825
German,0050825
Latin,0050825
English,0106627
English,0248190
Icelandic,0248190
English,0026138
English,8550890
Mandarin,0082674
English,1475569
English,4276206
English,12929990
English,0119109
English,9464038
Romanian,9464038
Finnish,9100346
Spanish,9100346
English,9100346
English,0100486
German,0100486
English,3170832
English,0317132
English,2614684
English,2600742
English,0072610
English,4719744
Serbian,11050886
Croatian,11050886
Japanese,6475250
English,1071873
English,0097334
English,0062755
English,0443680
Danish,0443680
Korean,8714776
English,13796560
English,0387808
English,1798709
Icelandic,14440878
English,0048855
French,1181840
English,1181840
English,0068559
Spanish,0068559
French,0068559
English,1156454
Russian,1156454
Latin,1156454
English,6149052
English,0120376
Spanish,0120376
English,5727282
Swedish,5727282
French,5727282
Spanish,5727282
German,5727282
English,1748179
English,0089264
English,0068611
English,0103873
Spanish,0103873
English,3727120
English,8097306
English,0067803
English,2569088
English,2318527
English,0096945
French,7209350
English,7209350
English,7290030
Hindi,1092005
English,0099800
French,1753813
English,1753813
German,1753813
Italian,1753813
Hindi,8983202
English,7737734
English,0926063
English,2119532
Japanese,2119532
English,5177694
English,0089560
English,1345904
English,3125324
English,2385074
English,5690360
English,0099720
English,2815966
English,0115813
English,0098803
English,0119576
English,3896198
English,1197628
English,0101502
Cantonese,0113326
English,0113326
English,5034474
English,0891592
Hindi,0891592
Japanese,0891592
Thai,0891592
English,18372060
English,8009428
English,0949731
French,0949731
English,9536832
English,0094739
Italian,0094739
Spanish,11777920
English,11777920
Lithuanian,2208216
English,2208216
French,2208216
English,0106226
Italian,0106226
French,0106226
English,0082352
Spanish,0082352
English,7529472
English,12528166
English,0088816
Hindi,7463730
English,0036931
French,2393384
Arabic,0057259
English,0057259
English,0117330
English,5716380
English,7277234
Japanese,0108432
Cantonese,0105287
English,0389722
French,0437526
English,0385690
English,0120902
Arabic,0120902
English,0109838
English,11997646
Algonquin,0044419
English,0044419
French,0044419
English,0068762
Crow,0068762
French,0068762
English,0390197
English,0067419
French,0067419
English,12547822
English,3896738
English,1210335
English,0416236
English,7309938
Korean,5290026
French,0053198
English,0053198
English,0022286
Italian,0075614
English,0955411
English,0382992
Korean,0382992
Russian,0382992
Spanish,0382992
English,0158622
English,5629964
English,5990474
Korean,5990474
English,1303828
Russian,1303828
English,5452780
English,0118824
Japanese,15432528
English,1648179
Dutch,1648179
English,0060661
German,0080196
English,1361336
English,1742650
English,12976224
English,5834410
English,2094766
Spanish,2094766
Arabic,2094766
English,0048750
French,0792948
English,2907898
American Sign Language,2907898
Japanese,13463778
English,0117287
English,0088024
English,2395427
Korean,2395427
English,0092842
English,3253986
Japanese,3253986
Spanish,3253986
French,3253986
German,3253986
Italian,3253986
Russian,3253986
English,0083803
English,0083488
English,0284837
French,0284837
Spanish,0284837
English,0093105
English,0100994
Danish,12359250
German,12359250
English,0022899
English,0053290
English,14392738
Mandarin,13317320
English,13317320
English,0103521
English,0068074
English,8372094
English,5075360
Japanese,4795016
English,0072536
English,14106780
Japanese,14106780
English,12409886
English,10510416
English,0094812
English,0268126
Latin,0268126
English,0120669
Spanish,3656380
English,3656380
English,0093870
Hindi,9337588
English,0069704
English,0358273
Russian,0358273
English,3038254
English,0097116
English,0107468
Chinese,0107468
French,0107468
Italian,0107468
English,0104036
English,3652896
English,1321509
English,18313302
English,0065009
English,0065398
French,0065398
English,0116705
English,5748448
Korean,0336678
English,5124240
English,0193364
Syriac,0193364
Assyrian Neo-Aramaic,0193364
Arabic,0193364
Aramaic,0193364
French,0193364
Hebrew,0193364
Russian,0193364
English,11272066
English,0106104
English,9036998
Korean,13777028
Danish,6060992
Swedish,6060992
English,6865690
Spanish,6865690
English,1172571
English,12361974
Icelandic,12361974
French,12361974
English,3096858
Romanian,3096858
English,0040160
English,0913445
English,5541002
French,5541002
English,0094889
Spanish Sign Language,0094889
Cantonese,0095403
English,0382077
English,0799949
English,13640696
English,11847410
English,0112255
Norwegian,1464535
English,0243736
English,0104938
English,0083169
Portuguese,10395866
English,0093969
English,0090490
English,0259974
Hindi,8110330
English,0147004
English,0456020
English,9362930
English,0060453
Italian,0060453
Russian,1366687
English,1366687
English,3658772
English,2763296
English,0120903
English,10793644
Yiddish,10793644
Hebrew,10793644
English,0106266
Spanish,0106266
English,0109443
English,1606389
Telugu,1582546
English,0120611
Russian,0120611
Serbian,0120611
English,0120744
Italian,0120744
English,2075291
English,1424381
Spanish,1424381
Russian,1424381
English,0089652
Latin,0089652
English,0070350
English,0181315
Romanian,0181315
English,3672742
English,2321549
Korean,5764414
English,0119947
English,8585800
English,2980648
Hindi,2980648
French,2980648
English,0042646
Swedish,1588342
Spanish,1588342
English,1588342
Serbian,1588342
Arabic,1588342
English,6772950
Spanish,6772950
English,0050026
English,0334965
English,0118172
Hebrew,1032856
Arabic,1032856
English,1032856
French,3422078
English,1541718
English,0104879
English,5788136
English,1090903
English,0116731
Spanish,0116731
English,0119360
English,0108399
Italian,0108399
English,1261978
English,1540741
English,1924435
Spanish,1924435
Mandarin,0472458
Cantonese,0472458
English,0096969
Spanish,0096969
English,9644058
Finnish,0231971
English,0203425
English,0100157
English,11237714
English,3602128
English,4438848
French,3755362
Dutch,3755362
English,3755362
English,11694190
English,0456554
English,0072812
English,3705412
English,2382009
English,0035799
Japanese,0035799
English,0094919
English,0090630
English,0090196
English,0379270
English,2236054
Cantonese,0108624
English,0084747
English,0143338
Italian,0143338
Chinese,8871128
English,14604564
English,0443676
Russian,0443676
English,14129378
English,2980764
English,10638522
English,1079959
English,12109842
Italian,0050381
English,1575539
English,0039826
English,6267164
English,1289401
English,0279250
Danish,0180748
English,0180748
Serbian,0180748
German,0180748
Japanese,0060277
English,0047985
English,0078330
English,0382737
English,3707104
English,6920356
English,4587656
English,0116240
English,1330057
English,0421073
Turkish,0421073
English,4998632
English,4061848
English,0096257
English,4873118
Mandarin,7587984
Japanese,3459088
English,0088934
English,5565634
Italian,0091166
Spanish,0091166
English,0091166
Korean,8092252
English,1219827
Japanese,1219827
English,0063121
English,0086708
English,0214388
English,0092147
English,1733125
English,9701942
English,12844100
English,0271308
English,0089593
English,12546328
English,5753428
English,0309593
English,0085995
Spanish,0459683
English,0459683
English,0096149
Spanish,0256009
English,7868082
English,5787290
English,0051947
German,0280289
English,6654210
English,0115640
English,5884784
English,0332136
English,0063230
English,0966151
English,0106868
English,0401420
Tagalog,0401420
English,0059106
Spanish,0112922
Italian,0112922
Japanese,0434179
Japanese,9844938
Filipino,9844938
English,0054038
Spanish,0054038
English,1596346
English,0110006
Hindi,7529298
English,4121026
English,0197273
Japanese,10011314
English,0080472
English,1791528
Japanese,1791528
English,1300854
English,0312895
English,7007846
English,18078792
Hindi,1562872
English,1562872
Spanish,1562872
English,0101130
English,0368222
English,0110684
English,12948838
English,0420087
Norwegian,0420087
English,0830570
English,5758778
Cantonese,5758778
Mandarin,5758778
English,9733108
French,0375233
English,13559026
English,0113089
English,6313900
Spanish,6313900
Korean,12874950
English,0067017
English,0080453
English,0164334
Russian,0164334
English,0120380
French,0086087
Spanish,0086087
English,10392648
English,5116302
Tamil,12299774
French,7816392
English,7816392
Flemish,7816392
Dutch,7816392
Italian,7816392
Serbian,13178594
English,13178594
French,13178594
English,2187444
English,0324133
French,0324133
English,0082084
English,17279496
Russian,12929868
English,12929868
English,0436697
German,0436697
French,0436697
Spanish,4326444
English,1716747
Spanish,1716747
English,8058874
English,0458367
English,0171725
French,0108394
Romanian,0108394
Polish,0108394
English,0065832
English,0049128
French,0049128
English,0089539
English,1073664
English,0910554
Cantonese,0099558
English,15216644
English,0167038
German,0068278
German,0067753
English,0057859
English,8415728
English,0063821
English,0770806
Cantonese,0097202
Mandarin,0097202
Japanese,0097202
English,0231626
English,2671706
English,0054997
English,0453451
French,0453451
Spanish,0453451
Russian,0453451
English,10419672
Swedish,3411420
English,0088184
Hungarian,0088184
Italian,0088184
English,0383216
English,15673502
Turkish,15673502
Latin,15673502
French,12887770
English,2965412
English,1535438
English,2268458
English,0087277
English,0118647
French,0118647
Spanish,0118647
English,9572006
Russian,9572006
Japanese,15975122
English,7087210
English,0076704
Chinese,4547948
English,0049034
English,10473036
English,0075525
German,4226388
English,4226388
Spanish,4226388
Turkish,4226388
English,0448011
English,9848626
English,0082869
English,0960144
Hebrew,0960144
English,0455782
Bosnian,0455782
Serbo-Croatian,0455782
Serbian,0455782
Croatian,0455782
English,0112437
English,1099212
Tamil,4981966
English,0086190
English,0094430
English,2191888
English,9731534
German,0116791
English,11315238
Japanese,11802992
English,4171032
English,5661022
English,0364823
English,0062573
French,1999845
French,10409498
Nushi,10409498
English,0814331
English,0028691
Portuguese,0028691
Hindi,7725596
English,0078326
Spanish,0078326
Cantonese,0078326
Italian,0059792
English,0059792
English,2763304
Bulgarian,2763304
Scots,2763304
English,0080016
None,0006206
French,0006206
English,0006206
English,0119937
English,14849038
Spanish,2243469
Hindi,0995031
Bengali,0995031
Dutch,0086543
English,7521214
English,0077093
French,0054821
English,6705162
English,0086671
English,0085121
English,1441952
Arabic,1441952
Mandarin,1441952
Italian,1226236
Russian,1226236
English,1226236
English,0072499
English,7344298
Chinese,7344298
English,0114214
Spanish,0114214
English,0096246
English,5545254
English,0081163
English,0315733
English,0323642
English,0382883
English,0918927
Japanese,0284110
English,0284110
Irish Gaelic,15077296
English,0084899
English,6980394
English,14509156
Spanish,14509156
English,0066955
English,2481496
English,1524575
Aramaic,1524575
English,0481141
English,1512240
English,3643216
English,0087231
English,0080593
Serbo-Croatian,0087123
Serbian,0087123
English,0087123
English,0401815
English,16968450
English,0317919
Italian,0317919
Mandarin,0317919
Cantonese,0317919
German,0317919
Czech,0317919
English,0381966
German,0381966
English,1265990
English,7286966
English,2417854
English,0116483
English,0081850
English,6802308
French,6802308
Arabic,6802308
German,6802308
Dutch,6802308
English,0112851
Spanish,0112851
English,0142804
French,0142804
English,0080234
Chinese,7298400
Mandarin,7298400
English,2911666
Russian,2911666
Hungarian,2911666
French,0089789
English,0089789
English,0144618
English,0131479
Italian,0131479
Japanese,0131479
English,8688550
English,9271672
English,0041890
English,0381681
French,0381681
English,0981072
English,9894660
English,0096324
French,1865800
English,1814621
Italian,0053340
English,7249258
English,4728386
English,3824458
Armenian,3824458
English,0281358
English,4593060
English,0051818
English,0061094
English,0074769
Greek,0074769
English,12655436
English,0079588
English,12675920
English,0047960
English,0099878
English,4777008
English,0096340
English,0328099
English,6169694
English,0089839
English,4483220
English,0455538
English,0183881
English,0102945
English,0462499
Burmese,0462499
Thai,0462499
French,13190868
English,0335121
English,0080474
English,16383414
English,4035574
English,1306980
English,1172203
English,0055895
English,0031334
English,10644372
English,0454919
Spanish,1331294
Galician,1331294
English,0107151
Spanish,0107151
French,0107151
English,2908446
English,0176269
English,7214954
English,3949660
Hindi,1787988
English,1787988
Marathi,1787988
Tamil,1787988
English,7466442
German,7466442
English,13828966
English,10315050
English,0092632
Hindi,13085534
English,7531096
English,0029843
Japanese,15176722
English,7903530
English,0037635
French,0037635
English,0450392
English,0098051
English,1772288
English,5606664
English,11981644
English,0362227
Bulgarian,0362227
Spanish,0362227
Russian,0362227
Mandarin,0362227
German,0362227
French,0362227
English,3171764
Serbian,3171764
English,0040580
English,0089538
English,8772262
Swedish,8772262
English,0265651
German,0265651
Italian,0265651
Thai,16410470
English,0059314
English,0094035
English,2387499
Hebrew,2387499
Mandarin,2387499
English,1853728
German,1853728
French,1853728
Italian,1853728
English,0068421
Spanish,0068421
English,1410051
English,1530509
English,11899030
English,0023731
English,0074205
English,14844740
Japanese,14844740
English,0157472
English,0111081
English,0043456
French,0043456
Hindi,0043456
Russian,0043456
English,7167686
Persian,11070216
English,1602098
English,0023940
French,0023940
English,5462326
Chinese,5462326
English,6111574
French,0450188
English,0450188
English,0120866
Latin,0120866
English,11873484
English,1836944
English,11388406
English,7044076
English,0405296
English,1600195
English,1295021
English,0060877
English,6981064
English,0122541
English,3007512
Turkish,3007512
Greek,3007512
Russian,3007512
English,0041847
English,0089412
English,1560220
Spanish,1560220
Italian,1560220
Inuktitut,1560220
Hindi,1560220
English,0094321
English,3403194
English,1846444
English,0114558
Dutch,14475870
Portuguese,14475870
English,1433822
Italian,0065656
English,0065656
English,1201607
Latin,1201607
English,6265828
Spanish,6265828
English,0081505
English,0050407
English,0066970
French,0066970
English,0117787
English,0383222
Swedish,9648870
English,9648870
Finnish,9648870
Japanese,0040979
Hindi,5080556
Tamil,5080556
English,6688022
Hindi,0116763
English,0040806
German,0040806
Russian,0040806
English,0038975
English,0120755
English,2463288
Hebrew,2463288
Maori,3399916
English,1781816
English,0058150
Chinese,0058150
Spanish,0058150
Spanish,14400214
English,0109417
English,0092997
Spanish,0092997
English,0075147
English,5699060
English,10039344
Latin,10039344
English,14766048
English,0042281
Spanish,0042281
Cantonese,0042281
Turkish,5606154
English,14586350
English,0077174
English,1655441
Portuguese,1655441
Italian,1655441
English,0102848
French,0102848
Japanese,0102848
English,1731701
English,10418846
English,0111127
English,13438734
English,0081562
Spanish,0081562
English,4939066
Korean,4939066
French,0181549
Spanish,5189554
English,3470600
Japanese,3470600
Ukrainian,3470600
English,6423362
Korean,6423362
