mID,name,releaseDate,popularity_score,popularity_delta,color,runtime,aspectratio,imdb_rating,grossingUS_CA,grossingUS_CA_OpeningWeekend,grossingWorldwide
1486192,The Raven,"April 27, 2012",,,Color,110,2.35:1,6.4,"16,008,272","7,289,642","29,699,345"
13676256,Scooby-Doo! The Sword and the Scoob,"February 23, 2021",,,Color,76,1.85:1,6.1,,,
0779982,Black Sheep,"March 29, 2007",,,Color,87,2.35:1,5.8,"84,283","16,102","4,947,717"
0110725,On Deadly Ground,"February 18, 1994",,,Color,101,2.39:1,4.5,"38,590,458","12,679,573","38,590,458"
0067589,Plaza Suite,"May 12, 1971",,,,114,1.85:1,6.5,"1,669,403",,
0060153,Batman,"July 30, 1966","3,085",632,Color,105,1.33:1(originalaspectratio/openmatte),6.5,,,
0118928,Dante's Peak,"February 7, 1997","1,404",647,Color,108,2.39:1,6.0,"67,127,760","18,479,435","178,127,760"
0120906,Zero Effect,"January 30, 1998",,,,116,1.85:1,6.9,"2,087,471","434,840","2,087,471"
0410595,Shrek 2: The Video Game,"May 19, 2004",,,Color,,,7.0,,,
1205537,Jack Ryan: Shadow Recruit,"January 17, 2014","2,594",108,Color,105,2.35:1,6.2,"50,577,412","15,451,981","135,503,748"
8651604,Devil May Cry 5,"March 8, 2019",,,Color,,,8.6,,,
0059678,The Satan Bug,"March 26, 1965",,,Color,114,2.35:1,6.1,,,
0780485,Blood Car,"March 2, 2007",,,Color,82,1.85:1,5.2,,,297
2314824,Behaving Badly,"July 1, 2014",,,Color,97,,4.4,,,"422,697"
0094025,Stakeout,"August 5, 1987",,,Color,117,1.85:1,6.7,"65,673,233","5,170,403","65,673,233"
15781790,Best Birthday Ever,"January 26, 2022",,,Color,74,,7.0,,,"16,861"
0268094,Special Unit 2,"April 11, 2001",,,Color,60,,7.6,,,
1117392,The Ark and the Aardvark,"April 30, 2023",,,Color,118,,,,,
6638042,Mistborn: The Final Empire,,,,,,,,,,
0156887,Perfect Blue,"February 28, 1998","1,571",263,Color,81,1.85:1,8.0,"558,598","9,600","563,130"
0088850,Brewster's Millions,"May 22, 1985",,,Color,102,1.85:1,6.5,"40,833,132","9,858,905","45,833,132"
4697290,The Emigrants,"December 25, 2021","4,840",982,Color,148,,6.9,,,
0105810,Where the Day Takes You,"September 11, 1992",,,Color,105,1.85:1,6.5,"390,152","190,961","390,152"
6586344,Warrior,"October 8, 2018",,,Color,,,6.7,,,
0331933,Man of the House,"February 25, 2005",,,Color,100,2.35:1,5.4,"19,699,706","8,917,251","21,577,624"
7298596,Mystery Road,"August 20, 2018","2,704",287,Color,57,16:9HD,7.5,,,
0100685,State of Grace,"September 14, 1990",,,Color,134,1.85:1,7.2,"1,911,542","179,927","1,911,542"
0086287,Seven Dials Mystery,April 1981,,,Color,132,1.33:1,6.6,,,
6044910,Operation Mekong,"September 30, 2016",,,Color,123,2.39:1,6.5,"800,012","85,082","173,839,072"
6098546,The Family I Had,"September 23, 2017",,,Color,77,,6.8,,,
0332318,Pinocchio 3000,"July 13, 2005",,,Color,80,1.66:1,3.9,,,"1,464,478"
7069178,La luna sangre,"June 19, 2017",,,Color,30,,6.6,,,
13966962,Echo,,"2,053","1,321",Color,,2.39:1,,,,
11525390,Hellblazers,"January 21, 2022",,,Color,84,,4.7,,,
0069956,Sacrifice!,"May 23, 1973",,,,93,2.35:1,5.4,"35,500",,
0086979,Blood Simple,"January 18, 1985","3,115",465,Color,99,1.85:1,7.6,"3,851,855","42,971","4,228,292"
15141288,"If I Can't Have Love, I Want Power","October 7, 2021",,,Color,53,1.90:1,6.6,"626,946","135,223","629,926"
2334873,Blue Jasmine,"August 23, 2013","3,260","1,416",Color,98,2.35:1,7.3,"33,405,481","612,064","99,104,804"
0477139,Wristcutters: A Love Story,"November 2, 2007",,,Color,88,1.78:1,7.2,"446,165","42,808","454,026"
0383153,Touching Evil,"March 12, 2004",,,Color,60,1.78:1,7.9,,,
6818880,Servant of the People 2,"December 29, 2016","3,355",180,Color,100,,6.5,,,
10022384,The Protector,"February 28, 2019",,,Color,126,,5.6,,,
12618926,Parallel Mothers,"October 8, 2021",300,192,Color,123,1.85:1,7.1,"2,254,361","38,249","20,199,610"
10023172,Simple Passion,"January 21, 2022",,,Color,99,1.85:1,5.4,"3,518","1,286","287,841"
0070672,The Seven-Ups,"December 14, 1973",,,Color,103,1.85:1,6.8,,,
5095030,Ant-Man and the Wasp,"July 6, 2018",977,534,,118,2.39:1,7.0,"216,648,740","75,812,205","622,674,139"
2717822,Blackhat,"January 16, 2015","3,199",603,Color,133,2.39:1,5.4,"8,005,980","3,901,815","19,652,057"
0119217,Good Will Hunting,"January 9, 1998",261,1,Color,126,1.85:1,8.3,"138,433,435","272,912","225,933,435"
9728962,Wired Shut,"November 30, 2021",,,Color,95,2.35:1,6.3,,,
0187330,Unruly,May 1999,,,Color,100,,4.7,,,
0089470,The Legend of Billie Jean,"July 19, 1985","4,362","2,116",Color,96,1.85:1,6.6,"3,099,497","1,466,884","3,099,497"
0425430,The Messengers,"February 2, 2007",,,Color,90,1.85:1,5.3,"35,374,833","14,713,321","55,060,212"
0053666,Les Bonnes Femmes,"April 22, 1960",,,Black and White,100,1.66:1,7.3,"6,578","6,578",
8242058,Harry Potter: Hogwarts Mystery,"April 25, 2018",,,Color,,,6.0,,,
0086011,A Night in Heaven,"November 18, 1983",,,Color,83,1.85:1,4.2,"5,563,663","1,835,421","5,563,663"
0078780,Animalympics,"June 19, 1980",,,Color,78,,6.8,,,
0036775,Double Indemnity,"July 6, 1944","4,184",756,Black and White,107,1.37:1,8.3,,,"14,190"
4595412,Marvel's Most Wanted,2016,,,Color,40,16:9HD,7.3,,,
11605032,Rakshasa Street,"April 28, 2016",,,,13,,8.1,,,
10192704,My True Fairytale,"March 20, 2021",,,Color,86,2.39:1,6.7,,,
7914938,Ala Kachuu - Take and Run,"August 6, 2020",,,Color,38,,7.6,,,
0089695,"No Retreat, No Surrender","May 2, 1986",,,Color,85,1.85:1,5.6,"4,662,137","739,723","4,662,137"
0084133,The Incubus,"August 27, 1982",,,Color,93,1.85:1,5.5,,,
